date,eua_eur_tco2
2026-05-07,74.720000
2026-05-08,74.160000
2026-05-11,73.820000
2026-05-12,75.000000
2026-05-13,73.310000
2026-05-18,74.750000
2026-05-19,74.260000
2026-05-21,73.850000
2026-05-22,74.400000
2026-05-26,75.700000
2026-05-27,77.960000
2026-05-28,77.670000
2026-05-29,79.370000
2026-06-01,78.200000
2026-06-02,77.150000
2026-06-04,76.960000
2026-06-05,76.300000
2026-06-08,75.080000
2026-06-09,75.110000
2026-06-10,74.970000
2026-06-11,75.620000
2026-06-12,76.820000
2026-06-15,77.010000
2026-06-16,78.610000
2026-06-18,78.570000
2026-06-19,79.120000
2026-06-22,79.040000
2026-06-23,80.100000
2026-06-24,80.430000
2026-06-25,80.380000
2026-06-26,79.720000
2026-06-29,79.010000
2026-06-30,78.130000
2026-07-02,78.620000
2026-07-03,79.000000
2026-07-06,78.880000
2026-07-07,80.110000
2026-07-08,79.230000
2026-07-09,77.700000
2026-07-10,78.030000
2026-07-13,78.480000
2026-07-14,79.560000
2026-07-16,79.010000
2026-07-17,77.000000
2026-07-20,79.610000
2026-07-21,82.550000
2026-07-22,83.910000
2026-07-23,84.620000
2026-07-24,83.070000
2026-07-27,82.280000
2026-07-28,81.400000
2026-07-30,80.930000
2026-07-31,81.220000
2026-08-03,80.430000
2026-08-04,80.860000
2026-08-05,80.570000
2026-08-06,80.740000
2026-08-07,81.900000
2026-08-10,81.360000
2026-08-11,81.250000
2026-08-13,81.750000
2026-08-14,82.440000
2026-08-17,80.850000
2026-08-18,80.740000
2026-08-19,81.460000
2026-08-20,81.000000
2026-08-21,82.530000
2026-08-24,82.600000
2026-08-25,83.450000
2026-08-27,82.170000
2026-08-28,82.400000
2026-08-31,82.390000
2026-09-01,81.300000
2026-09-02,82.480000
2026-09-03,82.840000
2026-09-04,83.610000
2026-09-07,83.450000
2026-09-08,84.400000
2026-09-10,85.160000
2026-09-11,85.010000
2026-09-14,86.440000
2026-09-15,85.520000
2026-09-16,83.690000
