fold_id,period,LEAR_A_price_only_MAE,LEAR_E_all_features_MAE,XGB_univariate_MAE,SARIMAX_MAE
112,BASELINE,24.705021308506637,20.10402217656516,2.95547678629557,5.553121073770832
113,BASELINE,10.723712360228134,8.75903515868707,11.846229248046868,6.122559100130459
114,BASELINE,20.24243981359514,14.128478333097107,1.1856152343749926,2.2979405275179516
115,BASELINE,6.365477631454127,2.1960032526309448,11.568596394856783,12.41603014344956
116,BASELINE,15.733598169120114,7.05056334331978,3.4173891194661508,0.2987394721106824
117,BASELINE,37.55859650937539,28.440084433555356,22.638703715006514,18.099027947418875
118,BASELINE,28.021292855295492,23.37214076821268,14.0445942179362,13.78647221478176
119,BASELINE,42.30924369667141,39.998087635864046,18.606331176757813,21.7220637079569
120,BASELINE,30.07619188816374,36.57154909805248,11.76189687093099,13.677604822596514
121,BASELINE,16.09368168784306,7.555186682838325,2.326028951009107,10.58345203109377
122,BASELINE,37.39461834593121,30.070791606446633,26.244355672200513,6.051944417295886
123,BASELINE,12.160196390088899,15.428081742447432,8.472520446777338,8.213797465764358
124,BASELINE,50.92257550507455,36.067337359185444,40.93449971516927,23.77976319063792
125,BASELINE,1.0697942167511485,0.4077178441300475,23.129522145589192,16.48351251379308
126,BASELINE,31.27233475842496,32.32787142189865,8.470966695149727,6.983662008395598
127,BASELINE,24.847507366955398,31.919630859461904,2.4812544759114417,4.091315192706887
128,BASELINE,49.36934064524927,45.5405656121666,36.81126841227214,24.988899935344477
129,BASELINE,9.204305869417695,8.010250228497213,13.527152608235681,10.837365434312318
130,BASELINE,32.92450025376482,28.27367561586469,16.756471659342452,9.088054695297629
131,BASELINE,26.43883788408216,23.93219786293453,7.619437764485681,2.301293450726945
132,BASELINE,22.47984379375022,27.23299262118819,12.161458129882817,3.209732315782688
133,BASELINE,44.556658094502616,41.04565503900387,24.09494445800781,21.87046239330727
134,BASELINE,26.27630752821672,19.47864392609553,4.004748738606779,0.21848383876404398
135,BASELINE,17.559438549785753,23.49375485814238,0.9471180216471424,10.653253599185334
136,BASELINE,28.11818297507162,30.316420612296966,6.0278582763671835,2.309780006019153
137,BASELINE,7.414106817855782,6.808048449497605,10.00153981526691,15.286300384480441
138,BASELINE,32.317539588761534,24.525493385192902,10.626762491861996,5.50833605987205
139,BASELINE,22.386875257809393,24.964655371869156,6.1996404012044195,0.1481188881011235
140,BASELINE,29.048396121311526,31.097904218841535,54.11840932210285,55.35899166478636
141,BASELINE,62.37779283582589,51.36588322794764,54.79901092529297,38.77891246685777
142,BASELINE,20.16561555913067,25.11855788664427,12.286584574381507,1.1821731711877135
143,BASELINE,37.42619314142247,34.12855396345968,18.314345397949225,13.949954560899698
144,BASELINE,12.319152278970535,1.9956127290178785,9.115944824218744,22.683892817196636
