fold_id,period,residual_load_threshold,A_price_calendar_MAE,A_price_calendar_RMSE,B_plus_fundamentals_MAE,B_plus_fundamentals_RMSE,C_plus_hormuz_MAE,C_plus_hormuz_RMSE,D_plus_interactions_MAE,D_plus_interactions_RMSE
163,BASELINE,41331.55572916667,3.645174399332518,3.645174399332518,3.5463146062939614,3.5463146062939614,3.5463146062939614,3.5463146062939614,3.5637123634797945,3.5637123634797945
164,BASELINE,41341.5671875,17.369979468923304,17.369979468923304,14.44373188824207,14.44373188824207,14.44373188824207,14.44373188824207,13.230749455771644,13.230749455771644
165,BASELINE,41390.21041666667,42.39925560395589,42.39925560395589,40.231588776298366,40.231588776298366,40.231588776298366,40.231588776298366,40.194781763514726,40.194781763514726
166,BASELINE,41361.494791666664,3.47004653355404,3.47004653355404,1.2368904157879257,1.2368904157879257,1.2368904157879257,1.2368904157879257,3.2345004253891716,3.2345004253891716
167,BASELINE,41493.45,15.468872526452273,15.468872526452273,17.867573791105443,17.867573791105443,17.867573791105443,17.867573791105443,18.068405505317884,18.068405505317884
168,BASELINE,41481.65729166666,16.602319871502843,16.602319871502843,12.928457819638908,12.928457819638908,12.928457819638908,12.928457819638908,11.593030848577357,11.593030848577357
169,BASELINE,41543.58359375,8.255325604820356,8.255325604820356,7.606973165366398,7.606973165366398,7.606973165366398,7.606973165366398,6.885588601494916,6.885588601494916
170,BASELINE,41525.9125,11.899086716954756,11.899086716954756,8.478072182194424,8.478072182194424,8.478072182194424,8.478072182194424,9.051822313727058,9.051822313727058
171,BASELINE,41493.45,6.7513680448693805,6.7513680448693805,2.487062627314458,2.487062627314458,2.487062627314458,2.487062627314458,2.116227334424295,2.116227334424295
172,BASELINE,41440.23385416667,27.428982600223137,27.428982600223137,24.404940629819123,24.404940629819123,24.404940629819123,24.404940629819123,24.968673432391356,24.968673432391356
173,BASELINE,41361.48125,29.236807863201932,29.236807863201932,23.696276301635223,23.696276301635223,23.696276301635223,23.696276301635223,24.400038336947176,24.400038336947176
174,BASELINE,41343.79895833333,18.243626527381352,18.243626527381352,11.676247209159513,11.676247209159513,11.676247209159513,11.676247209159513,12.394844367071428,12.394844367071428
175,BASELINE,41331.55572916667,10.223680475164642,10.223680475164642,6.447719607366395,6.447719607366395,6.447719607366395,6.447719607366395,6.2644706304263025,6.2644706304263025
176,BASELINE,41306.05729166667,3.377510973093109,3.377510973093109,0.9340529130703885,0.9340529130703885,0.9340529130703885,0.9340529130703885,1.543944228192501,1.543944228192501
177,BASELINE,41267.90885416667,3.962884945559182,3.962884945559182,1.2755324104946482,1.2755324104946482,1.2755324104946482,1.2755324104946482,0.40714342104197954,0.40714342104197954
178,BASELINE,41251.54479166667,16.096358006077168,16.096358006077168,20.810450480483823,20.810450480483823,20.810450480483823,20.810450480483823,21.96678498632562,21.96678498632562
179,BASELINE,41206.20182291667,10.012680809260232,10.012680809260232,16.52419414453243,16.52419414453243,16.52419414453243,16.52419414453243,16.091541785828696,16.091541785828696
180,BASELINE,41193.60260416667,4.868350527404395,4.868350527404395,11.203395589298253,11.203395589298253,11.203395589298253,11.203395589298253,14.439651831850668,14.439651831850668
181,BASELINE,41121.69296875,3.704325366415702,3.704325366415702,0.06382808392251604,0.06382808392251604,0.06382808392251604,0.06382808392251604,0.1606125961899778,0.1606125961899778
182,BASELINE,41108.113541666666,16.279243069949125,16.279243069949125,21.24788159216679,21.24788159216679,21.24788159216679,21.24788159216679,20.91970745475814,20.91970745475814
183,BASELINE,41082.73177083333,40.115117622694584,40.115117622694584,42.78593739860665,42.78593739860665,42.78593739860665,42.78593739860665,41.87093489298286,41.87093489298286
184,BASELINE,41019.045312500006,14.182682511759722,14.182682511759722,10.32985594612012,10.32985594612012,10.32985594612012,10.32985594612012,10.578034798661818,10.578034798661818
185,BASELINE,40941.121875,2.952566483778128,2.952566483778128,3.24288865765827,3.24288865765827,3.24288865765827,3.24288865765827,3.894806316806225,3.894806316806225
186,BASELINE,40898.015625,20.46993817775997,20.46993817775997,19.12680658859928,19.12680658859928,19.12680658859928,19.12680658859928,18.949826150566167,18.949826150566167
187,BASELINE,40846.18828125,13.451179565704507,13.451179565704507,13.011980832230194,13.011980832230194,13.011980832230194,13.011980832230194,13.470527085768481,13.470527085768481
188,BASELINE,40820.778645833336,36.42201647314868,36.42201647314868,36.99924276874662,36.99924276874662,36.99924276874662,36.99924276874662,35.47125261039624,35.47125261039624
189,BASELINE,40794.575781249994,5.142201341707249,5.142201341707249,0.7173816948869245,0.7173816948869245,0.7173816948869245,0.7173816948869245,1.4107499013143894,1.4107499013143894
190,BASELINE,40751.765625,5.948669901252217,5.948669901252217,7.597577832086799,7.597577832086799,7.597577832086799,7.597577832086799,7.028520679898307,7.028520679898307
191,BASELINE,40732.092447916664,12.555741672846025,12.555741672846025,13.599994084106328,13.599994084106328,13.599994084106328,13.599994084106328,12.824192431745615,12.824192431745615
192,BASELINE,40688.32760416667,21.990322846563814,21.990322846563814,22.763313977744005,22.763313977744005,22.763313977744005,22.763313977744005,22.93176348460375,22.93176348460375
193,BASELINE,40652.835677083334,24.833876294828457,24.833876294828457,30.21904024164789,30.21904024164789,30.21904024164789,30.21904024164789,29.84807553750153,29.84807553750153
194,BASELINE,40620.81458333333,64.00557614857337,64.00557614857337,54.356467280091756,54.356467280091756,54.356467280091756,54.356467280091756,55.93855113641548,55.93855113641548
195,BASELINE,40621.718489583334,11.089663939134937,11.089663939134937,10.261151183693968,10.261151183693968,10.261151183693968,10.261151183693968,10.064780317632739,10.064780317632739
196,BASELINE,40602.894270833334,12.885062516977058,12.885062516977058,20.508550274581893,20.508550274581893,20.83828802970457,20.83828802970457,21.442435027876556,21.442435027876556
197,BASELINE,40535.93098958333,48.27863785500658,48.27863785500658,48.85517288175649,48.85517288175649,48.85517288175649,48.85517288175649,48.866910636066464,48.866910636066464
198,BASELINE,40527.230208333334,23.593004055358676,23.593004055358676,30.258218263375383,30.258218263375383,30.258218263375383,30.258218263375383,30.858165133071736,30.858165133071736
199,BASELINE,40597.64140625,42.98622857726447,42.98622857726447,28.051315630058753,28.051315630058753,28.051315630058753,28.051315630058753,28.344881092065435,28.344881092065435
200,BASELINE,40617.10729166667,10.855591974073917,10.855591974073917,9.04669075330851,9.04669075330851,9.04669075330851,9.04669075330851,8.13532369283098,8.13532369283098
201,BASELINE,40578.99921875,5.80242355564026,5.80242355564026,8.411686891457109,8.411686891457109,8.206376421206244,8.206376421206244,8.543795477083492,8.543795477083492
202,BASELINE,40527.230208333334,14.017954305637105,14.017954305637105,10.865692021439074,10.865692021439074,9.756614432951693,9.756614432951693,11.44642137178431,11.44642137178431
203,BASELINE,40615.253645833334,7.961108917351183,7.961108917351183,6.29868354301145,6.29868354301145,6.470989310045127,6.470989310045127,6.078972337007386,6.078972337007386
204,BASELINE,40602.894270833334,97.0298441489276,97.0298441489276,99.96728032339735,99.96728032339735,99.74847244786535,99.74847244786535,102.31176869993556,102.31176869993556
205,BASELINE,40623.52630208333,1.509864453618448,1.509864453618448,11.888226773590276,11.888226773590276,9.449593944164747,9.449593944164747,11.1020113721178,11.1020113721178
206,BASELINE,40624.43020833333,2.4057859589925243,2.4057859589925243,10.868943882734868,10.868943882734868,9.978550558709642,9.978550558709642,11.449688237868116,11.449688237868116
207,BASELINE,40675.31588541667,17.658138193340122,17.658138193340122,20.477834973697,20.477834973697,17.72804410867029,17.72804410867029,18.698563550082895,18.698563550082895
208,BASELINE,40643.3671875,17.525572725598934,17.525572725598934,15.851792316561614,15.851792316561614,15.851792316561614,15.851792316561614,16.81939618538324,16.81939618538324
209,BASELINE,40701.33932291667,1.4626444265539362,1.4626444265539362,1.2996227062966312,1.2996227062966312,1.5964910222274398,1.5964910222274398,2.493610708280258,2.493610708280258
210,BASELINE,40624.43020833333,5.1832517617721265,5.1832517617721265,9.689697200311855,9.689697200311855,9.388818087749769,9.388818087749769,8.151711848947059,8.151711848947059
211,BASELINE,40621.718489583334,0.6648136067381074,0.6648136067381074,5.032151016032884,5.032151016032884,3.0583081601598394,3.0583081601598394,2.12450576583025,2.12450576583025
212,BASELINE,40688.32760416667,20.777471358189587,20.777471358189587,27.7174892145523,27.7174892145523,25.828269286744415,25.828269286744415,24.04612475282707,24.04612475282707
213,BASELINE,40722.99010416667,8.587134950424058,8.587134950424058,2.0746712282148962,2.0746712282148962,3.4316951258486768,3.4316951258486768,4.9434690821864535,4.9434690821864535
214,BASELINE,40738.77395833333,16.958356611993835,16.958356611993835,12.94645259818651,12.94645259818651,13.944117361048953,13.944117361048953,13.020631592417047,13.020631592417047
215,BASELINE,40753.3703125,8.864510616198814,8.864510616198814,6.840263459870869,6.840263459870869,9.486954533624612,9.486954533624612,9.235169552152598,9.235169552152598
216,BASELINE,40811.5546875,4.7664467232026055,4.7664467232026055,0.9979104226615334,0.9979104226615334,0.4010962282730617,0.4010962282730617,0.38642253608099963,0.38642253608099963
217,BASELINE,40827.065104166664,32.11923641005991,32.11923641005991,32.44599830512624,32.44599830512624,33.85525910635491,33.85525910635491,32.819193386741645,32.819193386741645
218,SHOCK_2026,40827.70208333333,12.063593270732866,12.063593270732866,12.913536418052729,12.913536418052729,10.353609439427913,10.353609439427913,9.815087873624677,9.815087873624677
219,SHOCK_2026,40825.79114583333,11.698972534414622,11.698972534414622,8.008554822024564,8.008554822024564,9.339067697899878,9.339067697899878,6.775761494161486,6.775761494161486
220,SHOCK_2026,40820.778645833336,34.625441427798776,34.625441427798776,30.006647046612017,30.006647046612017,29.840075519320393,29.840075519320393,29.87542814126155,29.87542814126155
221,SHOCK_2026,40794.575781249994,56.74094084787899,56.74094084787899,58.375889283258005,58.375889283258005,60.53524892509475,60.53524892509475,61.585543882597165,61.585543882597165
222,SHOCK_2026,40751.765625,47.19594550586085,47.19594550586085,32.95433445954215,32.95433445954215,31.72999127959804,31.72999127959804,33.51562653184952,33.51562653184952
223,SHOCK_2026,40741.77057291666,6.988889943001126,6.988889943001126,11.653264280084827,11.653264280084827,8.176228999794304,8.176228999794304,9.291726845673097,9.291726845673097
224,SHOCK_2026,40736.2140625,17.05402678792997,17.05402678792997,15.261772008044161,15.261772008044161,14.17021524225207,14.17021524225207,12.81452895262548,12.81452895262548
225,SHOCK_2026,40731.70807291666,22.064576479209038,22.064576479209038,20.119677292748932,20.119677292748932,21.196328825338284,21.196328825338284,21.234858289234495,21.234858289234495
226,SHOCK_2026,40725.869791666664,21.10418734977138,21.10418734977138,28.287333070740146,28.287333070740146,29.03242512520802,29.03242512520802,29.417086294300162,29.417086294300162
227,SHOCK_2026,40675.31588541667,10.461980308890858,10.461980308890858,2.9834783254505055,2.9834783254505055,3.6389259440163926,3.6389259440163926,1.7368008681011275,1.7368008681011275
228,SHOCK_2026,40622.62239583333,25.35440460114968,25.35440460114968,20.977558933706277,20.977558933706277,21.672394183430995,21.672394183430995,22.035653614289856,22.035653614289856
229,SHOCK_2026,40608.14713541667,4.547010085390028,4.547010085390028,4.71732339527388,4.71732339527388,3.1615727813235424,3.1615727813235424,2.97045403087526,2.97045403087526
230,SHOCK_2026,40538.831249999996,3.3655341857545977,3.3655341857545977,1.6471324829313687,1.6471324829313687,1.162802991735333,1.162802991735333,0.9866094508180652,0.9866094508180652
231,SHOCK_2026,40520.54505208333,16.35967515018747,16.35967515018747,14.107599198700782,14.107599198700782,14.491893263804215,14.491893263804215,14.613278645806403,14.613278645806403
232,SHOCK_2026,40510.8171875,20.388491955049886,20.388491955049886,18.856580696225336,18.856580696225336,18.987922699169715,18.987922699169715,18.71380424312885,18.71380424312885
233,SHOCK_2026,40498.10234375,19.99164966350017,19.99164966350017,17.901733819560775,17.901733819560775,17.865991981448033,17.865991981448033,19.123570002721223,19.123570002721223
234,SHOCK_2026,40469.901041666664,57.74469906376747,57.74469906376747,57.11380012905147,57.11380012905147,57.593312317914126,57.593312317914126,57.268332438258554,57.268332438258554
235,SHOCK_2026,40343.75390625,45.29514136891254,45.29514136891254,53.469903481976104,53.469903481976104,52.94230006460751,52.94230006460751,51.638586131681535,51.638586131681535
236,SHOCK_2026,40297.185937500006,31.282817349723388,31.282817349723388,32.46209426880135,32.46209426880135,31.903511718115467,31.903511718115467,31.59466855351353,31.59466855351353
237,SHOCK_2026,40261.89296875,6.991337679087181,6.991337679087181,7.0132836211455185,7.0132836211455185,6.265934482422267,6.265934482422267,7.8260198551409275,7.8260198551409275
238,SHOCK_2026,40186.293750000004,3.391685247186544,3.391685247186544,11.947282749366167,11.947282749366167,14.711284579769881,14.711284579769881,12.459062191200005,12.459062191200005
239,SHOCK_2026,40179.68984375,23.894825879271224,23.894825879271224,5.554863906273042,5.554863906273042,4.632186340643074,4.632186340643074,5.190962841982412,5.190962841982412
240,SHOCK_2026,40149.67760416667,20.552875758085406,20.552875758085406,6.517395679551214,6.517395679551214,6.320309962824325,6.320309962824325,7.769285964962592,7.769285964962592
241,SHOCK_2026,40121.13489583333,8.285271122732354,8.285271122732354,8.954900967028806,8.954900967028806,9.137423436333705,9.137423436333705,10.3684891100702,10.3684891100702
242,SHOCK_2026,40108.996875000004,2.1682692575776628,2.1682692575776628,4.600729171181968,4.600729171181968,5.183678563825453,5.183678563825453,3.384318841313103,3.384318841313103
243,SHOCK_2026,40097.166666666664,0.4328071464839809,0.4328071464839809,9.239807060059633,9.239807060059633,9.863653344272905,9.863653344272905,9.657528821189487,9.657528821189487
244,SHOCK_2026,40078.77135416667,29.795877626758013,29.795877626758013,15.611352301851127,15.611352301851127,14.177285127591261,14.177285127591261,13.00904322698878,13.00904322698878
